phase	kind	file	line	target(old)	change	text	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-002-local-result.json	773	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-002-local-result.json	774	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "e4e5203f706bb4bceb45a7afbb6ae88edeb0e746f02292a668cb505658d59a28",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-002-local-result.json	775	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-002-local-result.json	776	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-002-local-result.json	882	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-002-local-result.json	883	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "e4e5203f706bb4bceb45a7afbb6ae88edeb0e746f02292a668cb505658d59a28",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-002-local-result.json	884	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/checkpoint003-evidence/q308-standard-vkdemo-002-local-result.json	885	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/runtime-local.json	906	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/runtime-local.json	907	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "86cdf978bd0406a42529c29a03de01624036edf6e1a7dcfecc8465de5ab8c4c6",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/runtime-local.json	908	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/runtime-local.json	909	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/runtime-local.json	1022	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/runtime-local.json	1023	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "86cdf978bd0406a42529c29a03de01624036edf6e1a7dcfecc8465de5ab8c4c6",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/runtime-local.json	1024	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/runtime-local.json	1025	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/verification.json	192	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	"include/drivers/gpu-display.h": "a69481d45ec0a87b7fc7a20db84485b3c3a601bcf98bd0722a472bc53a421504",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/verification.json	193	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"include/drivers/gpu.h": "86cdf978bd0406a42529c29a03de01624036edf6e1a7dcfecc8465de5ab8c4c6",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/verification.json	194	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": "8cbcdf7946853913fc646c749d92e192fbb25b12f31d5c04dc3f36a640eb983c",	exempt
p002	plan-records	plan/ws030/phase004/final-evidence/verification.json	195	include/drivers/venus.h	stale: path -> include/drivers/pci/pci-venus.h	"include/drivers/venus.h": "b36beec8e960cafbded47cc88b1eae49d1a47f79a973b1f783634f39b7ca7cfe",	exempt
p002	plan-records	plan/ws031/external-design.md	169	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	- `include/drivers/gpu.h`（UAPI layout/ioctl 番号は不変）。	exempt
p002	plan-records	plan/ws031/handover/increment-results/e97-e119-changes.patch	148124	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	+- `include/kern/fence.h~` は `include/drivers/gpu-fence.h` の古い backup（tilde 無しは存在しない）。	exempt
p002	plan-records	plan/ws031/handover/increment-results/e97-e119-changes.patch	148446	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	+GPU core が backend に要求する ops 表（`include/drivers/gpu.h:119-`）と、legacy i915 が現在埋めている範囲（`i915.c:563-596`）:	exempt
p002	plan-records	plan/ws031/handover/increment-results/e97-e119-changes.patch	148963	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	+- device node: `/dev/gpuN`（GPU core が公開、`include/drivers/gpu.h:197`。libvulkan は `/dev/gpu*` を走査、`instance.c:1325`）。	exempt
p002	plan-records	plan/ws031/handover/increment-results/e97-e120-changes.patch	173317	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	+- `include/kern/fence.h~` は `include/drivers/gpu-fence.h` の古い backup（tilde 無しは存在しない）。	exempt
p002	plan-records	plan/ws031/handover/increment-results/e97-e120-changes.patch	173639	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	+GPU core が backend に要求する ops 表（`include/drivers/gpu.h:119-`）と、legacy i915 が現在埋めている範囲（`i915.c:563-596`）:	exempt
p002	plan-records	plan/ws031/handover/increment-results/e97-e120-changes.patch	174156	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	+- device node: `/dev/gpuN`（GPU core が公開、`include/drivers/gpu.h:197`。libvulkan は `/dev/gpu*` を走査、`instance.c:1325`）。	exempt
p002	plan-records	plan/ws031/handover/notes/gpu-job-completion-contract.md	23	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	- `include/kern/fence.h~` は `include/drivers/gpu-fence.h` の古い backup（tilde 無しは存在しない）。	exempt
p002	plan-records	plan/ws031/handover/notes/libvulkan-executor-scope.md	78	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	GPU core が backend に要求する ops 表（`include/drivers/gpu.h:119-`）と、legacy i915 が現在埋めている範囲（`i915.c:563-596`）:	exempt
p002	plan-records	plan/ws031/handover/notes/survey-libvulkan-path.md	43	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	- device node: `/dev/gpuN`（GPU core が公開、`include/drivers/gpu.h:197`。libvulkan は `/dev/gpu*` を走査、`instance.c:1325`）。	exempt
p002	plan-records	plan/ws031/i915-refactoring-assets.md	428	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	| [include/drivers/i915.h](../../include/drivers/i915.h) / [i915-parity.h](../../include/drivers/i915-parity.h) | 登録とreadinessのE契約。旧parity名廃止時は本番callerごと置換 |	exempt
p002	plan-records	plan/ws031/i915-refactoring-design.md	106	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	| PCI/kernel外部 | `include/drivers/i915.h` | driver内部構造体 |	exempt
p002	plan-records	plan/ws031/i915-refactoring-design.md	133	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	| E | `include/drivers/i915.h` | ドライバ外への公開。登録とkernel readiness通知 |	exempt
p002	plan-records	plan/ws031/i915-refactoring-design.md	149	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	| `i915.c` | `include/drivers/i915.h`（E） | `drv_i915_pci_driver_register` | PCI backend登録。既存名維持 |	exempt
p002	plan-records	plan/ws031/i915-refactoring-design.md	150	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	| `device.c` | `include/drivers/i915.h`（E） | `drv_i915_runtime_ready` | 現`drv_i915_parity_runner_start`の本番readiness責務。kernelから通知、二重起動防止 |	exempt
p002	plan-records	plan/ws031/i915-refactoring-functions.md	450	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	| 115 | `drv_i915_pci_driver_register` | global | `i915.c` | E / `drv_i915_pci_driver_register` | `include/drivers/i915.h` |	exempt
p002	plan-records	plan/ws031/i915-refactoring-functions.md	3783	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	| 205 | `drv_i915_parity_runner_start` | global | `device.c` | E / `drv_i915_runtime_ready` | `include/drivers/i915.h` |	exempt
p002	plan-records	plan/ws031/native-vulkan-design.md	15	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	- drv_gpu UAPI（`include/drivers/gpu.h`）は**汎用のcommand-blob転送**で、capsetがプロトコルを広告する。Vulkan/Venus/i915/GENは焼き込まれていない。	exempt
p002	plan-records	plan/ws031/phase001/approval.json	11	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	"UAPI（include/drivers/gpu.h の layout/ioctl）不変を既定、必要時は事前提示",	exempt
p002	plan-records	plan/ws031/phase001/phase.md	9	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	- 触れない: §7 の禁止一覧（HAL、`include/drivers/gpu.h`、WS029 core ロジック、libvulkan、他 driver）。core への結線は p002 以降。	exempt
p002	plan-records	plan/ws031/results-ws031.md	151	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	drv_gpu UAPI の command/submit op（include/drivers/gpu.h L131/L134）は **reply out 引数を	exempt
p002	plan-records	plan/ws031/ws.md	206	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	[Guardrail](https://github.com/awemorris/zedBSD/issues/363)とローカル`plan/coding-style.md`の全文を実装前に読む。HAL責務/`hal.h`の変更は別途適用承認が必要。UAPI（`include/drivers/gpu.h`のlayout/ioctl番号）は不変を既定とし、必要になれば事前に提示して承認を得る。aggregate make checkは禁止、対象buildは`make -j16`と意味のある限定確認を用いる。無関係な変更を保護する。	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	74	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	"include/drivers/disklabel.h": 4,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	75	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	"include/drivers/dma.h": 23,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	76	include/drivers/dp8390.h	stale: path -> include/drivers/ethernet/dp8390.h	"include/drivers/dp8390.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	77	include/drivers/graphics/pcat.h	stale: path -> include/drivers/platform/pcat/graphics/pcat.h	"include/drivers/graphics/pcat.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	78	include/drivers/hid/hid-report.h	stale: path -> include/drivers/usb/hid-report.h	"include/drivers/hid/hid-report.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	79	include/drivers/hid/ps2-8042.h	stale: path -> include/drivers/platform/pcat/ps2-8042.h	"include/drivers/hid/ps2-8042.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	80	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	"include/drivers/i915.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	81	include/drivers/pcat-ide.h	stale: path -> include/drivers/platform/pcat/pcat-ide.h	"include/drivers/pcat-ide.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	82	include/drivers/pcat-ne2000.h	stale: path -> include/drivers/isa/pcat-ne2000.h	"include/drivers/pcat-ne2000.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	83	include/drivers/pci-ehci.h	stale: path -> include/drivers/pci/pci-ehci.h	"include/drivers/pci-ehci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	84	include/drivers/pci-intel-ax211.h	stale: path -> include/drivers/wifi/intel-ax211/pci-intel-ax211.h	"include/drivers/pci-intel-ax211.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	85	include/drivers/pci-nvme-protocol.h	stale: path -> include/drivers/pci/pci-nvme-protocol.h	"include/drivers/pci-nvme-protocol.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	86	include/drivers/pci-nvme.h	stale: path -> include/drivers/pci/pci-nvme.h	"include/drivers/pci-nvme.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	87	include/drivers/pci-pcat.h	stale: path -> include/drivers/pci/pci-pcat.h	"include/drivers/pci-pcat.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	88	include/drivers/pci-uhci.h	stale: path -> include/drivers/pci/pci-uhci.h	"include/drivers/pci-uhci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	89	include/drivers/pci-xhci-capability.h	stale: path -> include/drivers/pci/pci-xhci-capability.h	"include/drivers/pci-xhci-capability.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	90	include/drivers/pci-xhci-control.h	stale: path -> include/drivers/pci/pci-xhci-control.h	"include/drivers/pci-xhci-control.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	91	include/drivers/pci-xhci-lifecycle.h	stale: path -> include/drivers/pci/pci-xhci-lifecycle.h	"include/drivers/pci-xhci-lifecycle.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	92	include/drivers/pci-xhci.h	stale: path -> include/drivers/pci/pci-xhci.h	"include/drivers/pci-xhci.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	93	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	"include/drivers/pci.h": 9,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	94	include/drivers/usb-cdc-ecm.h	stale: path -> include/drivers/usb/usb-cdc-ecm.h	"include/drivers/usb-cdc-ecm.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	95	include/drivers/usb-cdc-ncm.h	stale: path -> include/drivers/usb/usb-cdc-ncm.h	"include/drivers/usb-cdc-ncm.h": 3,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	96	include/drivers/usb-hid.h	stale: path -> include/drivers/usb/usb-hid.h	"include/drivers/usb-hid.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	97	include/drivers/usb-rtl8822bu.h	stale: path -> include/drivers/usb/usb-rtl8822bu.h	"include/drivers/usb-rtl8822bu.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	98	include/drivers/usb-storage-bot.h	stale: path -> include/drivers/usb/usb-storage-bot.h	"include/drivers/usb-storage-bot.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	99	include/drivers/usb-storage-scsi.h	stale: path -> include/drivers/usb/usb-storage-scsi.h	"include/drivers/usb-storage-scsi.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	100	include/drivers/usb-storage.h	stale: path -> include/drivers/usb/usb-storage.h	"include/drivers/usb-storage.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	101	include/drivers/usb-uas.h	stale: path -> include/drivers/usb/usb-uas.h	"include/drivers/usb-uas.h": 4,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64-sim-p023.json	102	include/drivers/usb.h	stale: path -> include/drivers/usb/usb.h	"include/drivers/usb.h": 12,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	74	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	"include/drivers/disklabel.h": 4,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	75	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	"include/drivers/dma.h": 23,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	76	include/drivers/dp8390.h	stale: path -> include/drivers/ethernet/dp8390.h	"include/drivers/dp8390.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	77	include/drivers/graphics/pcat.h	stale: path -> include/drivers/platform/pcat/graphics/pcat.h	"include/drivers/graphics/pcat.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	78	include/drivers/hid/hid-report.h	stale: path -> include/drivers/usb/hid-report.h	"include/drivers/hid/hid-report.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	79	include/drivers/hid/ps2-8042.h	stale: path -> include/drivers/platform/pcat/ps2-8042.h	"include/drivers/hid/ps2-8042.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	80	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	"include/drivers/i915.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	81	include/drivers/pcat-ide.h	stale: path -> include/drivers/platform/pcat/pcat-ide.h	"include/drivers/pcat-ide.h": 2,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	82	include/drivers/pcat-ne2000.h	stale: path -> include/drivers/isa/pcat-ne2000.h	"include/drivers/pcat-ne2000.h": 1,	exempt
p002	plan-records	plan/ws035/phase001/include-audit/amd64.json	83	include/drivers/pci-ehci.h	stale: path -> include/drivers/pci/pci-ehci.h	"include/drivers/pci-ehci.h": 2,	exempt
